boro,boardNumber,agencyAcronym,responseId,communityBoardID,policyArea,needGroup,agency,type,need,request,budgetRequestTitle,continuedSupport,explanation,siteSpecific,siteAddress,siteSiteName,siteFacilityName,siteCrossStreet1,siteCrossStreet2,siteOnStreet,siteStreetSegmentCrossStreet1,siteStreetSegmentCrossStreet2,siteStreetSegementSide,siteIntersectionStreetName,siteIntersectionStreet1,siteIntersectionStreet2,siteIntersectionCompassDirection,currentFYRanking
Queens,5,DSNY,2527,QN5,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,"INCREASE THE NUMBER OF SANITATION POLICE AND ENFORCEMENT AGENTS, ESPECIALLY IN PLAIN CLOTHES, TO  SIGNIFICANTLY REDUCE EXCESSIVE ABUSE OF LITTER BASKETS AND ILLEGAL DUMPING        Because of previous lay-offs, there are now fewer Sanitation Police citywide for illegal dumping. Sanitation Police positions should be greatly increased for illegal dumping, especially since they are revenue producing, and dumping is severely hurting communities.  One SEA agent is needed daily in Q5.  Severe fines, vehicle impoundments and more publicity, such as frequent press releases to TV and radio stations and major newspapers, are needed to make an example of dumpers and curtail illegal dumping. The abuse of litter baskets on commercial strips has become deplorable, and needs to be better addressed.",No,,,,,,,,,,,,,,13
Queens,7,DSNY,2528,QN7,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,"Additional personnel to handle basket pick-ups on Saturday, Sunday & Holidays on commercial strips.  Maintain 5-day school collection & twice weekly recycling collection & sweepers. The City Council increased basket collection funding by $22Million to provide 2X daily basket service an continue through FY '24.  School Garbage & Recycling will be maintained Monday through Friday for organic Collection & Monday. Wednesday & Friday for paper. Every Qns. Dist. has a dedicated basket service.  CB7 Continue support basket collections in Commercial area (2016)",No,,,,,,,,,,,,,,6
Queens,8,DSNY,2529,QN8,"Core Infrastructure, City Services, and Resiliency",Needs for Sanitation Services,Department of Sanitation (DSNY),Expense,,Other enforcement requests,Other enforcement requests,,Increase personnel for Sanitation Police to increase sanitation inspection in all categories and throughout the district.,No,,,,,,,,,,,,,,16
Bronx,3,DOE,2530,BX3,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"FY'16 priority request #14; FY'17 priority request #12; Tracking Code 103198512E.  Install large containers for refuse and solid waste at public school sites.  As a result of DOE protocols involving the service of school lunches using paper goods as opposed to the type of food service that was permanent and not disposable, solid waste remains on the street in front of schools.  This condition is unsightly and attracts dogs and vermin.",No,,,,,,,,,,,,,,12
Bronx,4,DOE,2531,BX4,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"There is a great need to provide more arts and culture programs for our young people.  The City should fund/[partner with Bronx Museum of the Arts, Bronx Children's Museum, Botanical Gardens for example to create additional programs in school. ",No,,,,,,,,,,,,,,32
Bronx,4,DOE,2532,BX4,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,Computer literacy is critical for our young people to compete and thrive academically and in the workforce.  There should be additional funding/resources allocated to programming for computer training and technology.,No,,,,,,,,,,,,,,34
Bronx,4,DOE,2533,BX4,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,Special Needs Education and resources are often overlooked.  We need to allocate more funding and resources to support children in the district with special needs. ,No,,,,,,,,,,,,,,35
Bronx,4,DOE,2534,BX4,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"As our young people begin to explore career opportunities the City should create internship and externship opportunities with middle school and high schools students with employers such as the New York Yankee Organization, Montefiore Hospital, BronxCare Health Systems, Hunts Point Food Distribution Center. ",No,,,,,,,,,,,,,,38
Bronx,6,DOE,2535,BX6,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"The DOE has a long history of failing to meet the needs of students with Individual Education Plans, with one third of IEP students receiving mandated services. We request that DOE refer all families in CB6 with an IEP to the Office of People with Developmental Disabilities, in writing. We are concerned that families are not aware of the OPWDD regional office and are not prepared for their students' future needs as adults.",No,,,,,,,,,,,,,,18
Bronx,7,DOE,2536,BX7,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,Provide funding for the establishment of a Gifted and Talented (G&T) program as well as a preparatory course for the G&T Test in a school within Community District 7.,No,,,,,,,,,,,,,,10
Bronx,8,DOE,2537,BX8,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"Tutors are needed in lower grades, especially in 4th grade for students that fell behind during the pandemic and remote learning. ",No,,,,,,,,,,,,,,6
Bronx,9,DOE,2538,BX9,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,Expand on innovative remote teaching and learning programs ,No,,,,,,,,,,,,,,32
Bronx,10,DOE,2539,BX10,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"We request the expansion of the CTE internship programming into growing sectors such as law, real estate, and medicine. ",No,,,,,,,,,,,,,,10
Brooklyn,7,DOE,2540,BK7,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,Fully fund all programs for all children who are eligible for specialized and related programs (including but not limited to students with special needs and multilingual learners) in the district,No,,,,,,,,,,,,,,9
Brooklyn,9,DOE,2541,BK9,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"We must provide more programming and services for student with significant challenges, not limited to autism spectrum disorders, significant cognitive delays, emotional disabilities, and sensory impairments. Many parents who have children with disabilities are forced to find services outside of the district.  ",No,,,,,,,,,,,,,,75
Brooklyn,13,DOE,2542,BK13,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,We realized that the performing and cultural arts have been cut out from the curriculum.  The children have no place to express themselves except through academic and sports.  Their creative learning has been cut off and it is desperately needed.,No,,,,,,,,,,,,,,24
Brooklyn,16,DOE,2543,BK16,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,"For various reasons, not every student is prepared to attend college.  Therefore, they should have the option to learn a skilled trade while in high school that will equip them to compete in the job market.  Career and Technical Education Programs will prepare our high school students for entry level employment in a specific occupation and is aligned with business/industry standards.",No,,,,,,,,,,,,,,9
Brooklyn,17,DOE,2544,BK17,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,The community requires funding for afterschool; programs at these sites. These programs provide direction and support for the children as well as much needed help for the working parents of the area.  Current services are inadequate.,Yes,,,18 K285 nd 18K235,,,,,,,,,,,3
Brooklyn,17,DOE,2545,BK17,"Youth, Education, and Child Welfare",Needs for Youth Education,Department of Education (DOE),Expense,Educational programs,Other educational programs requests,Other educational programs requests,,We need more parents to be involved in the planning of their children's education. This is the only way our community and the next generation can advance. We need to provide workshops for parents when their children are registered for school on how to talk to children and work with educators.,No,,,,,,,,,,,,,,19
